Nr,P1,P2,P3,P4
6308,296,542,932,744
6309,576,645,958,517
6310,396,465,857,534
6311,202,584,855,353
6312,985,547,997,660
6313,174,534,848,581
6314,947,580,877,474
6315,371,366,905,543
6316,76,437,945,540
6317,235,482,925,506
6318,633,470,901,748
6319,840,617,912,332
6320,247,632,933,473
6321,242,535,902,522
6322,605,576,933,488
6323,598,441,956,597
6324,88,564,949,362
6325,659,477,935,330
6326,797,613,866,685
6327,816,369,983,703
6328,810,444,946,525
6329,408,557,839,624
6330,595,508,950,482
6331,275,509,873,496
6332,198,529,873,387
6333,510,483,973,606
6334,431,431,839,416
6335,912,425,983,726
6336,5,451,930,568
6337,242,469,936,721
6338,496,652,886,692
6339,921,576,904,711
6340,674,562,979,344
6341,311,515,873,727
6342,943,452,981,342
6343,113,410,954,724
6344,191,539,845,349
6345,219,457,890,699
6346,926,480,851,641
6347,567,413,984,522
6348,151,595,883,449
6349,213,550,882,482
6350,576,595,879,671
6351,947,488,946,650
6352,602,511,892,363
6353,952,485,987,445
6354,540,502,859,369
6355,271,577,931,745
6356,45,557,908,610
6357,301,615,908,518
6358,27,369,961,396
6359,291,424,975,361
6360,57,627,868,428
6361,464,514,979,543
6362,395,475,997,477
6363,129,592,969,535
6364,328,413,961,397
6365,5,560,972,473
6366,198,561,881,750
6367,274,599,868,609
6368,594,412,890,393
6369,184,673,961,668
6370,262,486,985,465
6371,537,412,991,689
6372,829,557,921,477
6373,417,492,993,374
6374,794,591,972,401
6375,153,573,966,586
6376,286,538,881,721
6377,617,384,995,667
6378,759,569,882,689
6379,712,589,897,600
6380,461,479,973,623
6381,613,486,955,448
6382,750,457,889,593
6383,293,444,979,393
6384,798,542,988,748
6385,877,484,979,603
6386,370,634,918,400
6387,726,557,993,682
6388,45,485,911,431
6389,257,636,980,447
6390,694,526,978,560
6391,631,589,928,451
6392,450,597,988,428
6393,522,568,918,598
6394,731,609,984,673
6395,553,490,940,724
6396,633,532,962,572
6397,83,475,928,545
6398,941,552,984,745
6399,242,514,941,709
6400,842,419,976,670
6401,379,496,966,611
6402,752,458,951,422
6403,886,480,912,514
6404,491,607,928,672
6405,63,410,991,432
6406,719,464,908,575
6407,907,440,922,469
6408,305,432,975,641
6409,315,547,996,686
6410,444,466,970,722
6411,728,606,949,668
6412,163,480,976,594
6413,314,509,972,644
6414,611,468,994,424
6415,794,503,931,560
6416,729,356,959,573
6417,127,429,976,515
6418,537,557,971,450
6419,7,557,953,633
6420,256,606,951,478
6421,88,566,978,621
6422,439,464,991,692
6423,633,446,925,510
6424,544,510,925,444
6425,2,527,988,711
6426,237,513,939,539
6427,723,411,970,603
6428,874,439,961,662
6429,380,406,947,681
6430,49,300,980,577
6431,22,476,978,449
6432,896,451,989,454
6433,245,555,996,518
6434,730,445,942,668
6435,385,560,958,573
6436,859,521,951,592
6437,997,491,998,629
6438,731,416,992,665
6439,741,572,995,502
6440,297,440,973,742
6441,196,599,948,443
6442,259,570,984,594
6443,726,414,949,639
6444,234,420,944,692
6445,137,511,947,510
6446,248,529,974,497
6447,193,493,953,649
6448,285,529,995,470
6449,550,521,970,480
6450,905,538,992,507
6451,970,545,973,567
6452,527,549,986,594
6453,802,509,974,565
6454,686,461,984,726
6455,365,500,963,594
6456,888,544,992,591
6457,512,391,966,536
6458,380,470,975,562
6459,143,593,961,602
6460,879,340,992,715
6461,614,503,999,736
6462,608,502,984,569
6463,924,555,994,502
6464,912,469,998,601
6465,469,425,970,496
6466,469,441,984,672
6467,179,549,994,629
6468,90,621,976,681
6469,836,444,978,589
6470,227,654,982,664
6471,344,438,977,523
6472,348,436,988,595
6473,135,603,981,669
6474,931,440,976,689
6475,839,411,985,686
6476,20,466,1000,497
6477,690,504,991,750
6478,577,496,998,563
6479,173,512,995,566
6480,441,472,994,632
6481,361,549,1000,601
6482,991,435,985,560
6483,680,574,982,743
6484,9,583,983,648
6485,258,383,991,588
6486,900,526,986,704
6487,837,475,991,695
6488,177,614,997,581
6489,30,508,1000,501
6490,748,581,991,497
6491,595,616,999,726
6492,217,452,996,502
6493,558,512,998,533
6494,728,573,993,749
6495,593,488,994,517
6496,265,602,1000,497
6497,759,518,997,521
6498,100,537,999,691
6499,659,589,998,670
6500,41,530,1000,679
6501,596,558,562,584
6502,369,485,513,690
6503,528,513,872,515
6504,861,646,624,601
6505,324,626,687,646
6506,46,578,941,585
6507,299,613,991,649
6508,44,459,771,633
6509,468,522,563,642
6510,789,586,565,612
6511,717,447,857,727
6512,589,604,984,716
6513,13,516,858,562
6514,444,460,658,590
6515,45,434,766,578
6516,19,460,603,580
6517,823,473,996,535
6518,96,531,834,638
6519,928,476,644,725
6520,648,421,755,705
6521,345,519,893,652
6522,593,486,817,688
6523,346,599,935,662
6524,128,575,995,692
6525,261,576,881,606
6526,106,593,868,722
6527,502,499,724,639
6528,15,424,895,706
6529,847,443,909,596
6530,219,331,886,641
6531,225,425,536,715
6532,269,444,769,573
6533,471,627,636,535
6534,716,323,744,743
6535,279,601,566,639
6536,71,393,815,700
6537,824,487,796,728
6538,718,467,592,737
6539,771,654,563,703
6540,64,504,845,743
6541,189,605,991,612
6542,48,410,606,680
6543,717,536,646,556
6544,133,543,907,605
6545,327,473,947,716
6546,766,525,702,622
6547,713,492,888,599
6548,158,576,901,680
6549,279,435,569,728
6550,599,546,936,701
6551,554,507,951,584
6552,731,524,681,631
6553,747,603,635,584
6554,620,483,672,649
6555,599,500,627,570
6556,712,495,848,695
6557,514,611,901,659
6558,857,660,782,748
6559,678,664,733,650
6560,616,408,993,565
6561,736,432,684,679
6562,731,424,634,627
6563,308,445,667,569
6564,265,459,900,691
6565,871,470,703,585
6566,110,525,828,671
6567,51,453,714,688
6568,827,460,840,621
6569,385,516,673,578
6570,503,493,835,718
6571,924,440,853,734
6572,373,459,572,622
6573,397,486,820,701
6574,434,471,610,610
6575,835,624,757,596
6576,318,516,716,606
6577,865,593,653,689
6578,295,547,786,606
6579,211,609,719,652
6580,683,415,812,603
6581,980,579,836,583
6582,53,427,984,614
6583,93,458,932,593
6584,949,414,715,607
6585,964,503,626,623
6586,26,585,984,715
6587,200,458,732,693
6588,348,273,942,727
6589,572,379,914,620
6590,575,390,864,623
6591,697,514,977,708
6592,876,430,610,596
6593,206,532,698,705
6594,964,522,804,675
6595,630,398,710,623
6596,954,455,878,701
6597,697,545,710,692
6598,810,409,747,711
6599,315,446,815,626
6600,615,495,963,748
6601,510,471,874,652
6602,563,502,758,749
6603,267,517,644,636
6604,362,530,931,744
6605,302,466,828,621
6606,140,498,846,647
6607,615,465,937,722
6608,320,609,982,673
6609,560,463,895,672
6610,432,523,954,720
6611,338,553,688,674
6612,124,575,923,639
6613,262,456,645,667
6614,676,498,618,720
6615,58,520,962,700
6616,68,466,814,680
6617,348,454,962,710
6618,791,485,780,694
6619,590,560,683,622
6620,385,648,940,680
6621,124,660,742,655
6622,665,463,627,748
6623,910,510,741,625
6624,175,577,857,709
6625,559,439,721,652
6626,10,523,812,680
6627,725,607,788,679
6628,436,452,958,652
6629,883,557,904,687
6630,874,368,912,702
6631,356,564,722,661
6632,828,506,816,729
6633,764,496,697,748
6634,82,544,866,739
6635,225,552,920,728
6636,318,523,703,746
6637,875,501,829,685
6638,920,476,864,696
6639,842,595,703,668
6640,583,384,899,733
6641,588,630,733,677
6642,116,514,694,709
6643,805,496,805,651
6644,147,452,688,708
6645,97,477,655,744
6646,773,591,672,683
6647,20,492,984,682
6648,494,496,864,715
6649,320,528,875,713
6650,219,471,771,707
6651,10,555,786,748
6652,66,497,677,722
6653,510,431,739,658
6654,904,572,931,675
6655,936,370,991,722
6656,919,534,690,659
6657,627,453,682,676
6658,338,508,784,684
6659,706,457,873,720
6660,977,425,812,712
6661,166,359,971,701
6662,793,581,754,700
6663,324,467,881,675
6664,298,558,701,723
6665,341,589,806,693
6666,930,354,952,700
6667,470,686,708,738
6668,485,523,785,740
6669,196,469,971,727
6670,783,431,746,707
6671,151,489,810,697
6672,409,573,699,672
6673,496,516,846,734
6674,555,447,717,719
6675,129,548,817,698
6676,682,311,816,734
6677,1,523,711,678
6678,495,601,917,717
6679,781,490,686,692
6680,923,469,800,698
6681,52,533,864,688
6682,728,295,893,734
6683,956,567,982,703
6684,712,442,935,711
6685,197,433,955,726
6686,270,551,928,723
6687,394,494,912,730
6688,260,503,840,704
6689,15,656,799,745
6690,637,520,941,741
6691,279,488,900,712
6692,258,382,731,723
6693,130,398,910,705
6694,376,443,855,705
6695,528,589,913,744
6696,62,492,835,728
6697,878,455,740,724
6698,580,395,785,741
6699,497,482,977,716
6700,369,436,843,710
6701,44,541,740,708
6702,943,374,975,721
6703,889,497,724,750
6704,788,497,957,708
6705,575,551,710,705
6706,199,594,965,734
6707,771,467,718,742
6708,280,385,751,731
6709,193,576,792,719
6710,844,491,964,744
6711,795,545,907,749
6712,242,467,750,714
6713,408,434,961,729
6714,885,481,737,720
6715,881,425,805,718
6716,151,567,943,748
6717,489,454,734,727
6718,10,496,857,743
6719,887,462,757,735
6720,52,325,841,742
6721,610,453,832,740
6722,928,562,722,739
6723,10,696,918,738
6724,861,596,909,735
6725,481,389,734,744
6726,886,514,762,733
6727,986,547,926,730
6728,394,506,980,730
6729,514,336,989,730
6730,271,498,885,738
6731,456,474,938,747
6732,291,627,872,732
6733,745,449,737,736
6734,10,339,991,742
6735,226,532,922,738
6736,491,547,833,743
6737,492,507,963,743
6738,973,369,951,743
6739,533,484,813,745
6740,742,367,929,750
6741,1000,476,828,744
6742,934,631,901,742
6743,843,420,893,749
6744,679,629,885,745
6745,133,473,897,747
6746,705,405,969,750
6747,152,548,793,747
6748,400,482,874,749
6749,507,466,748,749
6750,960,441,978,269
6751,241,347,812,578
6752,66,462,900,246
6753,326,395,802,42
6754,907,389,754,85
6755,843,567,959,93
6756,16,469,854,644
6757,581,467,861,722
6758,416,675,958,437
6759,222,429,997,438
6760,74,544,866,99
6761,209,444,875,82
6762,425,462,910,53
6763,230,438,970,459
6764,195,556,865,612
6765,266,592,866,679
6766,441,425,805,656
6767,514,470,944,652
6768,404,424,998,676
6769,161,488,1000,661
6770,749,434,824,137
6771,194,382,803,593
6772,977,534,852,411
6773,514,469,887,493
6774,501,600,917,605
6775,955,536,863,122
6776,199,498,916,118
6777,292,476,780,220
6778,183,470,980,526
6779,250,504,842,668
6780,595,493,830,481
6781,402,353,943,515
6782,121,552,815,482
6783,986,464,874,540
6784,449,373,827,254
6785,107,308,952,420
6786,556,555,851,396
6787,867,404,815,320
6788,595,594,815,301
6789,230,483,969,403
6790,533,453,965,378
6791,317,507,951,80
6792,914,567,927,498
6793,303,429,940,325
6794,310,558,961,52
6795,763,426,802,723
6796,704,446,905,454
6797,561,526,829,639
6798,233,675,956,404
6799,898,489,915,60
6800,114,555,954,392
6801,869,511,929,67
6802,79,617,814,175
6803,405,639,920,98
6804,127,522,993,531
6805,503,450,901,185
6806,660,502,928,430
6807,584,406,969,445
6808,155,584,994,599
6809,955,492,816,105
6810,89,480,983,521
6811,228,378,916,675
6812,170,583,956,683
6813,825,435,875,646
6814,475,501,929,603
6815,97,519,914,132
6816,439,519,980,733
6817,180,355,946,738
6818,989,466,946,361
6819,330,566,974,670
6820,353,468,860,473
6821,700,450,965,717
6822,153,452,912,517
6823,199,497,924,429
6824,535,437,870,189
6825,333,579,937,145
6826,955,474,890,233
6827,643,511,990,660
6828,423,471,874,208
6829,160,511,846,608
6830,871,412,942,589
6831,176,506,948,379
6832,751,602,906,413
6833,656,356,992,300
6834,167,456,958,90
6835,829,500,996,631
6836,935,482,910,299
6837,562,574,947,625
6838,914,534,848,464
6839,25,580,850,294
6840,190,588,890,683
6841,140,406,993,309
6842,3,435,845,95
6843,413,462,925,499
6844,292,446,866,687
6845,651,495,862,712
6846,59,549,885,361
6847,972,541,911,360
6848,327,508,965,690
6849,552,518,991,556
6850,559,427,906,154
6851,909,454,971,297
6852,421,463,1000,414
6853,16,529,947,160
6854,679,499,883,545
6855,200,508,946,678
6856,388,532,964,138
6857,95,589,874,356
6858,318,618,864,550
6859,926,454,945,604
6860,498,498,866,120
6861,23,400,950,123
6862,526,424,965,468
6863,907,436,914,356
6864,68,468,945,719
6865,935,538,991,318
6866,101,417,937,314
6867,533,606,936,704
6868,360,558,892,634
6869,528,417,940,735
6870,412,445,898,406
6871,92,447,908,598
6872,382,514,911,322
6873,999,515,930,243
6874,613,437,949,423
6875,362,543,992,502
6876,536,499,965,418
6877,946,439,898,546
6878,285,436,898,189
6879,675,587,938,205
6880,666,480,973,341
6881,763,612,982,538
6882,208,610,912,482
6883,222,382,893,690
6884,54,450,915,672
6885,487,631,905,501
6886,387,659,930,150
6887,848,597,950,254
6888,29,489,904,259
6889,956,518,888,445
6890,698,470,891,157
6891,218,479,915,586
6892,419,517,942,591
6893,627,506,923,576
6894,496,580,972,558
6895,779,526,938,454
6896,784,512,909,568
6897,375,368,964,454
6898,329,438,991,619
6899,631,596,919,528
6900,444,422,972,249
6901,129,566,945,170
6902,463,482,937,532
6903,42,572,958,297
6904,648,611,951,314
6905,256,525,987,209
6906,248,509,920,654
6907,62,505,964,300
6908,820,541,946,259
6909,185,520,925,512
6910,515,553,944,430
6911,416,636,970,422
6912,735,516,930,631
6913,889,513,961,699
6914,71,589,964,442
6915,599,415,921,737
6916,615,499,943,326
6917,489,382,961,676
6918,53,466,920,347
6919,918,486,951,218
6920,645,498,946,197
6921,419,485,957,198
6922,401,395,924,459
6923,3,431,928,594
6924,77,519,978,460
6925,313,571,969,536
6926,907,507,926,365
6927,209,499,938,313
6928,166,499,927,555
6929,20,471,976,429
6930,386,275,954,395
6931,173,456,987,589
6932,436,476,984,413
6933,897,553,968,588
6934,285,501,954,354
6935,741,412,998,263
6936,387,559,973,716
6937,896,502,977,565
6938,668,477,986,386
6939,390,466,980,620
6940,586,419,960,219
6941,725,406,962,419
6942,877,514,997,321
6943,287,613,974,253
6944,249,539,980,735
6945,790,426,970,381
6946,328,521,989,607
6947,98,438,976,560
6948,827,536,996,704
6949,500,511,956,294
6950,845,376,962,650
6951,727,636,993,477
6952,827,381,964,614
6953,937,496,984,475
6954,656,472,993,242
6955,225,456,996,369
6956,70,436,965,330
6957,884,517,969,221
6958,659,543,995,706
6959,212,643,994,306
6960,870,455,964,395
6961,670,424,987,234
6962,872,425,971,630
6963,290,388,971,709
6964,156,557,981,366
6965,324,604,998,684
6966,24,609,972,489
6967,93,488,996,311
6968,388,663,967,382
6969,106,434,970,710
6970,111,501,985,523
6971,812,596,994,471
6972,226,520,987,539
6973,523,377,995,478
6974,339,456,978,631
6975,251,512,997,516
6976,325,631,998,687
6977,611,506,977,523
6978,305,617,990,608
6979,769,481,981,721
6980,263,478,993,252
6981,376,448,985,724
6982,448,437,984,353
6983,685,585,994,548
6984,596,492,996,559
6985,975,495,993,730
6986,778,457,998,688
6987,112,413,990,425
6988,256,542,996,381
6989,444,473,997,677
6990,620,359,999,316
6991,506,431,990,717
6992,24,477,996,553
6993,505,598,996,353
6994,678,315,994,296
6995,581,539,994,543
6996,614,482,1000,333
6997,269,473,997,489
6998,5,467,998,534
6999,713,409,999,253
7000,972,571,1000,357
7001,460,581,703,542
7002,575,448,670,430
7003,339,453,978,342
7004,767,337,542,740
7005,106,513,515,600
7006,31,506,726,609
7007,374,489,517,398
7008,690,620,720,372
7009,536,648,997,365
7010,830,422,622,532
7011,173,401,597,261
7012,87,303,849,482
7013,891,568,688,499
7014,457,432,983,573
7015,88,564,738,747
7016,674,414,617,689
7017,327,555,587,367
7018,585,487,949,676
7019,260,529,747,428
7020,562,472,529,393
7021,497,416,758,355
7022,73,476,852,425
7023,874,544,783,307
7024,569,674,566,602
7025,961,589,600,587
7026,469,474,728,697
7027,759,507,758,553
7028,878,510,843,395
7029,612,525,723,676
7030,248,417,891,584
7031,845,591,742,289
7032,396,542,908,603
7033,357,534,947,644
7034,363,514,978,365
7035,732,338,641,737
7036,801,443,648,524
7037,791,544,817,499
7038,813,569,815,704
7039,309,423,620,525
7040,143,516,971,328
7041,785,568,713,443
7042,832,476,674,619
7043,146,390,698,606
7044,49,597,763,427
7045,514,567,566,634
7046,3,580,729,637
7047,173,550,860,346
7048,14,600,547,520
7049,672,560,841,723
7050,62,504,877,569
7051,958,447,759,499
7052,40,527,599,363
7053,291,419,658,673
7054,413,465,923,694
7055,777,511,717,485
7056,844,517,893,496
7057,856,479,771,721
7058,403,522,741,430
7059,541,525,619,506
7060,191,499,604,704
7061,167,466,682,360
7062,218,442,713,594
7063,539,512,686,487
7064,498,388,837,537
7065,714,544,745,707
7066,871,495,678,576
7067,956,583,996,382
7068,663,403,664,499
7069,155,595,728,330
7070,102,492,736,569
7071,36,563,693,325
7072,271,478,623,628
7073,867,438,709,366
7074,197,462,711,701
7075,821,596,634,466
7076,729,561,978,373
7077,440,575,659,539
7078,641,582,726,515
7079,410,463,928,735
7080,568,520,842,545
7081,396,522,698,460
7082,276,492,612,588
7083,770,599,630,490
7084,169,409,654,593
7085,410,577,985,487
7086,94,551,1000,426
7087,210,399,595,532
7088,420,572,977,678
7089,767,434,840,685
7090,116,713,614,550
7091,788,543,863,677
7092,343,508,729,500
7093,836,606,676,350
7094,843,593,939,478
7095,72,616,775,533
7096,603,502,780,374
7097,901,457,689,672
7098,629,514,926,393
7099,882,497,702,544
7100,865,573,934,667
7101,752,494,835,371
7102,938,588,839,684
7103,845,536,826,465
7104,405,601,926,659
7105,83,427,906,675
7106,866,418,626,371
7107,886,510,697,671
7108,30,476,931,412
7109,877,346,693,630
7110,483,445,876,544
7111,51,450,948,389
7112,316,556,790,529
7113,650,576,634,628
7114,541,509,797,607
7115,364,548,905,404
7116,413,454,940,654
7117,623,447,746,460
7118,822,558,802,669
7119,814,505,653,490
7120,192,523,815,662
7121,654,421,626,736
7122,945,433,916,613
7123,899,497,685,409
7124,285,451,945,677
7125,15,582,757,698
7126,765,409,929,639
7127,623,617,655,460
7128,665,458,880,530
7129,928,464,963,434
7130,589,315,858,426
7131,243,511,759,627
7132,775,509,844,684
7133,87,532,812,522
7134,307,426,875,482
7135,568,462,685,718
7136,836,502,739,620
7137,272,595,820,406
7138,192,545,889,673
7139,111,460,682,655
7140,919,443,738,694
7141,577,539,884,402
7142,581,441,782,563
7143,930,457,660,621
7144,538,549,876,721
7145,667,544,970,639
7146,835,367,698,501
7147,590,518,964,737
7148,26,562,758,659
7149,976,470,779,475
7150,6,595,935,517
7151,237,493,998,568
7152,714,500,753,425
7153,737,434,884,581
7154,408,398,994,564
7155,451,383,672,518
7156,999,312,726,474
7157,254,595,794,661
7158,854,621,931,616
7159,191,381,666,471
7160,673,603,903,598
7161,890,433,855,433
7162,669,508,709,496
7163,837,403,913,422
7164,548,397,978,510
7165,833,549,687,453
7166,712,566,819,730
7167,72,515,994,482
7168,276,464,945,460
7169,818,469,847,481
7170,540,360,850,734
7171,104,568,713,469
7172,423,612,916,656
7173,615,484,711,712
7174,562,476,674,501
7175,509,396,953,749
7176,342,626,749,672
7177,321,498,704,569
7178,462,568,727,453
7179,808,367,767,439
7180,108,646,920,466
7181,136,685,775,447
7182,451,476,917,595
7183,745,550,690,509
7184,785,446,924,660
7185,624,494,827,569
7186,931,595,944,685
7187,93,559,718,562
7188,617,540,691,441
7189,164,528,854,456
7190,965,459,978,633
7191,775,661,982,575
7192,293,411,785,471
7193,646,531,837,460
7194,540,624,886,701
